datetime,open,high,low,close,volume
2024-01-19 05:00:00,152.041,152.152,151.587,151.97,2351
2024-01-19 06:00:00,151.826,151.855,151.582,151.802,1519
2024-01-19 07:00:00,152.169,152.661,151.989,152.226,1283
2024-01-19 08:00:00,152.159,152.406,151.713,152.287,1772
2024-01-19 09:00:00,152.178,152.222,152.05,152.091,1106
2024-01-19 10:00:00,151.475,151.567,151.394,151.41,1256
2024-01-19 11:00:00,151.923,152.04,151.868,151.933,1130
2024-01-19 12:00:00,151.682,152.034,151.181,151.498,1024
2024-01-19 13:00:00,151.912,152.284,151.905,152.019,2279
2024-01-19 14:00:00,151.705,152.151,151.53,151.857,1882
2024-01-19 15:00:00,151.326,151.397,150.248,151.395,1443
2024-01-19 16:00:00,151.447,151.56,151.06,151.452,1415
2024-01-19 17:00:00,151.242,151.373,151.07,151.218,994
2024-01-19 18:00:00,151.422,151.45,151.409,151.446,1288
2024-01-19 19:00:00,151.716,151.776,151.324,151.68,2049
2024-01-19 20:00:00,150.902,151.313,150.72,151.028,1902
2024-01-19 21:00:00,151.548,151.578,151.379,151.404,1947
2024-01-19 22:00:00,151.015,151.176,150.995,151.023,2041
2024-01-19 23:00:00,150.985,151.033,150.392,150.873,1315
2024-01-20 00:00:00,151.043,151.045,150.787,151.008,2425
2024-01-20 01:00:00,150.705,150.76,150.306,150.659,1927
2024-01-20 02:00:00,150.79,151.535,150.311,150.733,1192
2024-01-20 03:00:00,150.514,150.837,150.299,150.469,1430
2024-01-20 04:00:00,151.411,152.053,151.201,151.347,2647
2024-01-20 05:00:00,150.83,150.964,150.585,150.697,1779
2024-01-20 06:00:00,150.426,150.449,150.33,150.406,1233
2024-01-20 07:00:00,150.681,150.839,150.496,150.61,1077
2024-01-20 08:00:00,150.432,150.562,150.135,150.441,1032
2024-01-20 09:00:00,150.482,150.854,150.154,150.338,2352
2024-01-20 10:00:00,150.45,150.538,150.004,150.518,2394
2024-01-20 11:00:00,150.67,150.804,150.373,150.49,1913
2024-01-20 12:00:00,150.029,150.065,149.842,150.033,825
2024-01-20 13:00:00,149.805,150.027,149.606,149.948,2217
2024-01-20 14:00:00,149.981,150.248,149.789,149.968,1260
2024-01-20 15:00:00,149.221,149.418,148.979,149.289,1891
2024-01-20 16:00:00,149.539,149.633,149.4,149.455,1806
2024-01-20 17:00:00,150.183,150.349,150.04,150.248,2794
2024-01-20 18:00:00,150.217,150.384,150.195,150.261,1290
2024-01-20 19:00:00,149.433,149.93,149.336,149.622,1872
2024-01-20 20:00:00,149.754,150.245,149.62,149.799,1015
2024-01-20 21:00:00,149.407,150.271,149.195,149.649,2523
2024-01-20 22:00:00,150.25,150.718,149.649,150.409,2392
2024-01-20 23:00:00,149.826,149.902,149.566,149.75,958
2024-01-21 00:00:00,149.384,149.617,149.033,149.305,1485
2024-01-21 01:00:00,149.029,149.144,148.845,148.986,2576
2024-01-21 02:00:00,148.623,148.779,148.422,148.72,2852
2024-01-21 03:00:00,149.188,149.56,149.173,149.192,2643
2024-01-21 04:00:00,148.833,148.842,148.775,148.834,2389
2024-01-21 05:00:00,148.447,149.027,148.358,148.563,2496
2024-01-21 06:00:00,148.876,148.999,148.597,148.725,2746
2024-01-21 07:00:00,148.612,148.815,148.515,148.524,2862
2024-01-21 08:00:00,149.262,149.499,149.232,149.284,1945
2024-01-21 09:00:00,148.974,149.425,148.907,148.972,2381
2024-01-21 10:00:00,148.655,148.857,147.922,148.634,2732
2024-01-21 11:00:00,148.805,149.2,148.725,149.01,2557
2024-01-21 12:00:00,148.493,148.532,148.362,148.518,2850
2024-01-21 13:00:00,148.098,148.312,148.054,148.166,1789
2024-01-21 14:00:00,148.71,148.843,148.522,148.81,2341
2024-01-21 15:00:00,148.416,148.712,148.351,148.445,1916
2024-01-21 16:00:00,148.081,148.224,147.855,147.901,1292
2024-01-21 17:00:00,148.148,148.376,147.939,148.084,1419
2024-01-21 18:00:00,147.751,147.817,147.75,147.808,2897
2024-01-21 19:00:00,147.642,147.66,147.584,147.585,2346
